"State","Date","Shortage","Supply","Demand","Param1","Param2","Param3"
"New Mexico",2020-05-03,-62.5,186.5,124,1000,1000,1000
"New Jersey",2020-05-03,-324,751,427,1000,1000,1000
"New Hampshire",2020-05-03,-105,107,2,1000,1000,1000
"Nevada",2020-05-03,-352.5,429.5,77,1000,1000,1000
"Nebraska",2020-05-03,-127,247,120,1000,1000,1000
"Montana",2020-05-03,-84.5,85.5,1,1000,1000,1000
"Missouri",2020-05-03,-671.5,736.5,65,1000,1000,1000
"Mississippi",2020-05-03,-352.5,385.5,33,1000,1000,1000
"Minnesota",2020-05-03,-291,431,140,1000,1000,1000
"Michigan",2020-05-03,-918,933,15,1000,1000,1000
"Massachusetts",2020-05-03,512,741,1253,1000,1000,1000
"Maryland",2020-05-03,-228,499,271,1000,1000,1000
"Maine",2020-05-03,-100.5,108.5,8,1000,1000,1000
"Louisiana",2020-05-03,-568.5,568.5,0,1000,1000,1000
"Kentucky",2020-05-03,-123.5,488.5,365,1000,1000,1000
"Kansas",2020-05-03,-215.5,262.5,47,1000,1000,1000
"Iowa",2020-05-03,-172.5,280.5,108,1000,1000,1000
"Indiana",2020-05-03,-656,764,108,1000,1000,1000
"Illinois",2020-05-03,-962,1141,179,1000,1000,1000
"Idaho",2020-05-03,-100.5,103.5,3,1000,1000,1000
"Hawaii",2020-05-03,-124.5,125.5,1,1000,1000,1000
"Georgia",2020-05-03,-539,1147,608,1000,1000,1000
"Florida",2020-05-03,-951,2460,1509,1000,1000,1000
"Delaware",2020-05-03,-108.5,108.5,0,1000,1000,1000
"Connecticut",2020-05-03,873,343,1216,1000,1000,1000
"Colorado",2020-05-03,-515.5,522.5,7,1000,1000,1000
"California",2020-05-03,-3236,3494,258,1000,1000,1000
"Arkansas",2020-05-03,-259.5,327.5,68,1000,1000,1000
"Arizona",2020-05-03,-627.5,745.5,118,1000,1000,1000
"Alaska",2020-05-03,-25.5,53.5,28,1000,1000,1000
"Alabama",2020-05-03,-348,472,124,1000,1000,1000
"Wyoming",2020-05-04,-20,60,40,1000,1000,1000
"Wisconsin",2020-05-04,-399.5,442.5,43,1000,1000,1000
"West Virginia",2020-05-04,-259,266,7,1000,1000,1000
"Washington",2020-05-04,-456.5,473.5,17,1000,1000,1000
"Virginia",2020-05-04,-483.5,711.5,228,1000,1000,1000
"Vermont",2020-05-04,-45,45,0,1000,1000,1000
"Utah",2020-05-04,-249.5,291.5,42,1000,1000,1000
"Texas",2020-05-04,-2742.5,3124.5,382,1000,1000,1000
"Tennessee",2020-05-04,-766,816,50,1000,1000,1000
"South Dakota",2020-05-04,-26,81,55,1000,1000,1000
"South Carolina",2020-05-04,-437,528,91,1000,1000,1000
"Rhode Island",2020-05-04,163.5,98.5,262,1000,1000,1000
"Pennsylvania",2020-05-04,-1455.5,1518.5,63,1000,1000,1000
"Oregon",2020-05-04,-247,277,30,1000,1000,1000
"Oklahoma",2020-05-04,-226.5,390.5,164,1000,1000,1000
"Ohio",2020-05-04,-1375.5,1382.5,7,1000,1000,1000
"North Dakota",2020-05-04,10,102,112,1000,1000,1000
"North Carolina",2020-05-04,-962,980,18,1000,1000,1000
"New York",2020-05-04,-2186,2262,76,1000,1000,1000
"New Mexico",2020-05-04,-72.5,186.5,114,1000,1000,1000
"New Jersey",2020-05-04,-429,751,322,1000,1000,1000
"New Hampshire",2020-05-04,-105,107,2,1000,1000,1000
"Nevada",2020-05-04,-368.5,429.5,61,1000,1000,1000
"Nebraska",2020-05-04,-132,247,115,1000,1000,1000
"Montana",2020-05-04,-84.5,85.5,1,1000,1000,1000
"Missouri",2020-05-04,-675.5,736.5,61,1000,1000,1000
"Mississippi",2020-05-04,-355.5,385.5,30,1000,1000,1000
"Minnesota",2020-05-04,-300,431,131,1000,1000,1000
"Michigan",2020-05-04,-924,933,9,1000,1000,1000
"Massachusetts",2020-05-04,398,741,1139,1000,1000,1000
"Maryland",2020-05-04,-273,499,226,1000,1000,1000
"Maine",2020-05-04,-102.5,108.5,6,1000,1000,1000
"Louisiana",2020-05-04,-568.5,568.5,0,1000,1000,1000
"Kentucky",2020-05-04,-132.5,488.5,356,1000,1000,1000
"Kansas",2020-05-04,-219.5,262.5,43,1000,1000,1000
"Iowa",2020-05-04,-176.5,280.5,104,1000,1000,1000
"Indiana",2020-05-04,-681,764,83,1000,1000,1000
"Illinois",2020-05-04,-1009,1141,132,1000,1000,1000
"Idaho",2020-05-04,-100.5,103.5,3,1000,1000,1000
"Hawaii",2020-05-04,-124.5,125.5,1,1000,1000,1000
"Georgia",2020-05-04,-588,1147,559,1000,1000,1000
"Florida",2020-05-04,-1020,2460,1440,1000,1000,1000
"Delaware",2020-05-04,-108.5,108.5,0,1000,1000,1000
"Connecticut",2020-05-04,809,343,1152,1000,1000,1000
"Colorado",2020-05-04,-516.5,522.5,6,1000,1000,1000
"California",2020-05-04,-3265,3494,229,1000,1000,1000
"Arkansas",2020-05-04,-262.5,327.5,65,1000,1000,1000
"Arizona",2020-05-04,-634.5,745.5,111,1000,1000,1000
"Alaska",2020-05-04,-29.5,53.5,24,1000,1000,1000
"Alabama",2020-05-04,-366,472,106,1000,1000,1000
"Wyoming",2020-05-05,-22,60,38,1000,1000,1000
"Wisconsin",2020-05-05,-408.5,442.5,34,1000,1000,1000
"West Virginia",2020-05-05,-262,266,4,1000,1000,1000
"Washington",2020-05-05,-459.5,473.5,14,1000,1000,1000
"Virginia",2020-05-05,-501.5,711.5,210,1000,1000,1000
"Vermont",2020-05-05,-45,45,0,1000,1000,1000
"Utah",2020-05-05,-251.5,291.5,40,1000,1000,1000
"Texas",2020-05-05,-2769.5,3124.5,355,1000,1000,1000
"Tennessee",2020-05-05,-774,816,42,1000,1000,1000
"South Dakota",2020-05-05,-29,81,52,1000,1000,1000
"South Carolina",2020-05-05,-443,528,85,1000,1000,1000
"Rhode Island",2020-05-05,157.5,98.5,256,1000,1000,1000
"Pennsylvania",2020-05-05,-1464.5,1518.5,54,1000,1000,1000
"Oregon",2020-05-05,-249,277,28,1000,1000,1000
"Oklahoma",2020-05-05,-240.5,390.5,150,1000,1000,1000
"Ohio",2020-05-05,-1377.5,1382.5,5,1000,1000,1000
"North Dakota",2020-05-05,8,102,110,1000,1000,1000
"North Carolina",2020-05-05,-967,980,13,1000,1000,1000
"New York",2020-05-05,-2209,2262,53,1000,1000,1000
"New Mexico",2020-05-05,-82.5,186.5,104,1000,1000,1000
"New Jersey",2020-05-05,-517,751,234,1000,1000,1000
"New Hampshire",2020-05-05,-106,107,1,1000,1000,1000
"Nevada",2020-05-05,-382.5,429.5,47,1000,1000,1000
"Nebraska",2020-05-05,-138,247,109,1000,1000,1000
"Montana",2020-05-05,-84.5,85.5,1,1000,1000,1000
"Missouri",2020-05-05,-679.5,736.5,57,1000,1000,1000
"Mississippi",2020-05-05,-358.5,385.5,27,1000,1000,1000
"Minnesota",2020-05-05,-309,431,122,1000,1000,1000
"Michigan",2020-05-05,-928,933,5,1000,1000,1000
"Massachusetts",2020-05-05,289,741,1030,1000,1000,1000
"Maryland",2020-05-05,-315,499,184,1000,1000,1000
"Maine",2020-05-05,-103.5,108.5,5,1000,1000,1000
"Louisiana",2020-05-05,-568.5,568.5,0,1000,1000,1000
"Kentucky",2020-05-05,-139.5,488.5,349,1000,1000,1000
"Kansas",2020-05-05,-222.5,262.5,40,1000,1000,1000
"Iowa",2020-05-05,-182.5,280.5,98,1000,1000,1000
"Indiana",2020-05-05,-704,764,60,1000,1000,1000
"Illinois",2020-05-05,-1049,1141,92,1000,1000,1000
"Idaho",2020-05-05,-101.5,103.5,2,1000,1000,1000
"Hawaii",2020-05-05,-125.5,125.5,0,1000,1000,1000
"Georgia",2020-05-05,-629,1147,518,1000,1000,1000
"Florida",2020-05-05,-1091,2460,1369,1000,1000,1000
"Delaware",2020-05-05,-108.5,108.5,0,1000,1000,1000
"Connecticut",2020-05-05,742,343,1085,1000,1000,1000
"Colorado",2020-05-05,-518.5,522.5,4,1000,1000,1000
"California",2020-05-05,-3291,3494,203,1000,1000,1000
"Arkansas",2020-05-05,-266.5,327.5,61,1000,1000,1000
"Arizona",2020-05-05,-640.5,745.5,105,1000,1000,1000
"Alaska",2020-05-05,-32.5,53.5,21,1000,1000,1000
"Alabama",2020-05-05,-382,472,90,1000,1000,1000
"Wyoming",2020-05-06,-24,60,36,1000,1000,1000
"Wisconsin",2020-05-06,-416.5,442.5,26,1000,1000,1000
"West Virginia",2020-05-06,-263,266,3,1000,1000,1000
"Washington",2020-05-06,-462.5,473.5,11,1000,1000,1000
"Virginia",2020-05-06,-517.5,711.5,194,1000,1000,1000
"Vermont",2020-05-06,-45,45,0,1000,1000,1000
"Utah",2020-05-06,-253.5,291.5,38,1000,1000,1000
"Texas",2020-05-06,-2796.5,3124.5,328,1000,1000,1000
"Tennessee",2020-05-06,-782,816,34,1000,1000,1000
"South Dakota",2020-05-06,-32,81,49,1000,1000,1000
"South Carolina",2020-05-06,-449,528,79,1000,1000,1000
"Rhode Island",2020-05-06,152.5,98.5,251,1000,1000,1000
"Pennsylvania",2020-05-06,-1472.5,1518.5,46,1000,1000,1000
"Oregon",2020-05-06,-250,277,27,1000,1000,1000
"Oklahoma",2020-05-06,-252.5,390.5,138,1000,1000,1000
"Ohio",2020-05-06,-1378.5,1382.5,4,1000,1000,1000
"North Dakota",2020-05-06,6,102,108,1000,1000,1000
"North Carolina",2020-05-06,-970,980,10,1000,1000,1000
"New York",2020-05-06,-2225,2262,37,1000,1000,1000
"New Mexico",2020-05-06,-92.5,186.5,94,1000,1000,1000
"New Jersey",2020-05-06,-589,751,162,1000,1000,1000
"New Hampshire",2020-05-06,-106,107,1,1000,1000,1000
"Nevada",2020-05-06,-394.5,429.5,35,1000,1000,1000
"Nebraska",2020-05-06,-146,247,101,1000,1000,1000
"Montana",2020-05-06,-85.5,85.5,0,1000,1000,1000
"Missouri",2020-05-06,-682.5,736.5,54,1000,1000,1000
"Mississippi",2020-05-06,-361.5,385.5,24,1000,1000,1000
"Minnesota",2020-05-06,-319,431,112,1000,1000,1000
"Michigan",2020-05-06,-930,933,3,1000,1000,1000
"Massachusetts",2020-05-06,183,741,924,1000,1000,1000
"Maryland",2020-05-06,-352,499,147,1000,1000,1000
"Maine",2020-05-06,-104.5,108.5,4,1000,1000,1000
"Louisiana",2020-05-06,-568.5,568.5,0,1000,1000,1000
"Kentucky",2020-05-06,-149.5,488.5,339,1000,1000,1000
"Kansas",2020-05-06,-225.5,262.5,37,1000,1000,1000
"Iowa",2020-05-06,-187.5,280.5,93,1000,1000,1000
"Indiana",2020-05-06,-724,764,40,1000,1000,1000
"Illinois",2020-05-06,-1082,1141,59,1000,1000,1000
"Idaho",2020-05-06,-101.5,103.5,2,1000,1000,1000
"Hawaii",2020-05-06,-125.5,125.5,0,1000,1000,1000
"Georgia",2020-05-06,-676,1147,471,1000,1000,1000
"Florida",2020-05-06,-1162,2460,1298,1000,1000,1000
"Delaware",2020-05-06,-108.5,108.5,0,1000,1000,1000
"Connecticut",2020-05-06,682,343,1025,1000,1000,1000
"Colorado",2020-05-06,-519.5,522.5,3,1000,1000,1000
"California",2020-05-06,-3316,3494,178,1000,1000,1000
"Arkansas",2020-05-06,-270.5,327.5,57,1000,1000,1000
"Arizona",2020-05-06,-647.5,745.5,98,1000,1000,1000
"Alaska",2020-05-06,-35.5,53.5,18,1000,1000,1000
"Alabama",2020-05-06,-399,472,73,1000,1000,1000
"Wyoming",2020-05-07,-26,60,34,1000,1000,1000
"Wisconsin",2020-05-07,-422.5,442.5,20,1000,1000,1000
"West Virginia",2020-05-07,-264,266,2,1000,1000,1000
"Washington",2020-05-07,-464.5,473.5,9,1000,1000,1000
"Virginia",2020-05-07,-533.5,711.5,178,1000,1000,1000
"Vermont",2020-05-07,-45,45,0,1000,1000,1000
"Utah",2020-05-07,-256.5,291.5,35,1000,1000,1000
"Texas",2020-05-07,-2822.5,3124.5,302,1000,1000,1000
"Tennessee",2020-05-07,-789,816,27,1000,1000,1000
"South Dakota",2020-05-07,-36,81,45,1000,1000,1000
"South Carolina",2020-05-07,-455,528,73,1000,1000,1000
"Rhode Island",2020-05-07,144.5,98.5,243,1000,1000,1000
"Pennsylvania",2020-05-07,-1480.5,1518.5,38,1000,1000,1000
"Oregon",2020-05-07,-252,277,25,1000,1000,1000
"Oklahoma",2020-05-07,-264.5,390.5,126,1000,1000,1000
"Ohio",2020-05-07,-1379.5,1382.5,3,1000,1000,1000
"North Dakota",2020-05-07,4,102,106,1000,1000,1000
"North Carolina",2020-05-07,-973,980,7,1000,1000,1000
"New York",2020-05-07,-2237,2262,25,1000,1000,1000
"New Mexico",2020-05-07,-102.5,186.5,84,1000,1000,1000
"New Jersey",2020-05-07,-642,751,109,1000,1000,1000
"New Hampshire",2020-05-07,-106,107,1,1000,1000,1000
"Nevada",2020-05-07,-404.5,429.5,25,1000,1000,1000
"Nebraska",2020-05-07,-153,247,94,1000,1000,1000
"Montana",2020-05-07,-85.5,85.5,0,1000,1000,1000
"Missouri",2020-05-07,-686.5,736.5,50,1000,1000,1000
"Mississippi",2020-05-07,-364.5,385.5,21,1000,1000,1000
"Minnesota",2020-05-07,-329,431,102,1000,1000,1000
"Michigan",2020-05-07,-932,933,1,1000,1000,1000
"Massachusetts",2020-05-07,81,741,822,1000,1000,1000
"Maryland",2020-05-07,-385,499,114,1000,1000,1000
"Maine",2020-05-07,-105.5,108.5,3,1000,1000,1000
"Louisiana",2020-05-07,-568.5,568.5,0,1000,1000,1000
"Kentucky",2020-05-07,-157.5,488.5,331,1000,1000,1000
"Kansas",2020-05-07,-228.5,262.5,34,1000,1000,1000
"Iowa",2020-05-07,-193.5,280.5,87,1000,1000,1000
"Indiana",2020-05-07,-741,764,23,1000,1000,1000
"Illinois",2020-05-07,-1108,1141,33,1000,1000,1000
"Idaho",2020-05-07,-102.5,103.5,1,1000,1000,1000
"Hawaii",2020-05-07,-125.5,125.5,0,1000,1000,1000
"Georgia",2020-05-07,-718,1147,429,1000,1000,1000
"Florida",2020-05-07,-1234,2460,1226,1000,1000,1000
"Delaware",2020-05-07,-108.5,108.5,0,1000,1000,1000
"Connecticut",2020-05-07,622,343,965,1000,1000,1000
"Colorado",2020-05-07,-520.5,522.5,2,1000,1000,1000
"California",2020-05-07,-3338,3494,156,1000,1000,1000
"Arkansas",2020-05-07,-275.5,327.5,52,1000,1000,1000
"Arizona",2020-05-07,-653.5,745.5,92,1000,1000,1000
"Alaska",2020-05-07,-38.5,53.5,15,1000,1000,1000
"Alabama",2020-05-07,-411,472,61,1000,1000,1000
"Wyoming",2020-05-08,-29,60,31,1000,1000,1000
"Wisconsin",2020-05-08,-428.5,442.5,14,1000,1000,1000
"West Virginia",2020-05-08,-265,266,1,1000,1000,1000
"Washington",2020-05-08,-466.5,473.5,7,1000,1000,1000
"Virginia",2020-05-08,-547.5,711.5,164,1000,1000,1000
"Vermont",2020-05-08,-45,45,0,1000,1000,1000
"Utah",2020-05-08,-259.5,291.5,32,1000,1000,1000
"Texas",2020-05-08,-2847.5,3124.5,277,1000,1000,1000
"Tennessee",2020-05-08,-794,816,22,1000,1000,1000
"South Dakota",2020-05-08,-39,81,42,1000,1000,1000
"South Carolina",2020-05-08,-460,528,68,1000,1000,1000
"Rhode Island",2020-05-08,134.5,98.5,233,1000,1000,1000
"Pennsylvania",2020-05-08,-1487.5,1518.5,31,1000,1000,1000
"Oregon",2020-05-08,-253,277,24,1000,1000,1000
"Oklahoma",2020-05-08,-276.5,390.5,114,1000,1000,1000
"Ohio",2020-05-08,-1380.5,1382.5,2,1000,1000,1000
"North Dakota",2020-05-08,1,102,103,1000,1000,1000
"North Carolina",2020-05-08,-975,980,5,1000,1000,1000
"New York",2020-05-08,-2246,2262,16,1000,1000,1000
"New Mexico",2020-05-08,-111.5,186.5,75,1000,1000,1000
"New Jersey",2020-05-08,-681,751,70,1000,1000,1000
"New Hampshire",2020-05-08,-107,107,0,1000,1000,1000
"Nevada",2020-05-08,-412.5,429.5,17,1000,1000,1000
"Nebraska",2020-05-08,-160,247,87,1000,1000,1000
"Montana",2020-05-08,-85.5,85.5,0,1000,1000,1000
"Missouri",2020-05-08,-689.5,736.5,47,1000,1000,1000
"Mississippi",2020-05-08,-367.5,385.5,18,1000,1000,1000
"Minnesota",2020-05-08,-339,431,92,1000,1000,1000
"Michigan",2020-05-08,-933,933,0,1000,1000,1000
"Massachusetts",2020-05-08,-16,741,725,1000,1000,1000
"Maryland",2020-05-08,-410,499,89,1000,1000,1000
"Maine",2020-05-08,-106.5,108.5,2,1000,1000,1000
"Louisiana",2020-05-08,-568.5,568.5,0,1000,1000,1000
"Kentucky",2020-05-08,-165.5,488.5,323,1000,1000,1000
"Kansas",2020-05-08,-231.5,262.5,31,1000,1000,1000
"Iowa",2020-05-08,-199.5,280.5,81,1000,1000,1000
"Indiana",2020-05-08,-752,764,12,1000,1000,1000
"Illinois",2020-05-08,-1126,1141,15,1000,1000,1000
"Idaho",2020-05-08,-102.5,103.5,1,1000,1000,1000
"Hawaii",2020-05-08,-125.5,125.5,0,1000,1000,1000
"Georgia",2020-05-08,-757,1147,390,1000,1000,1000
"Florida",2020-05-08,-1304,2460,1156,1000,1000,1000
"Delaware",2020-05-08,-108.5,108.5,0,1000,1000,1000
"Connecticut",2020-05-08,556,343,899,1000,1000,1000
"Colorado",2020-05-08,-520.5,522.5,2,1000,1000,1000
"California",2020-05-08,-3359,3494,135,1000,1000,1000
"Arkansas",2020-05-08,-279.5,327.5,48,1000,1000,1000
"Arizona",2020-05-08,-660.5,745.5,85,1000,1000,1000
"Alaska",2020-05-08,-40.5,53.5,13,1000,1000,1000
"Alabama",2020-05-08,-422,472,50,1000,1000,1000
"Wyoming",2020-05-09,-31,60,29,1000,1000,1000
"Wisconsin",2020-05-09,-431.5,442.5,11,1000,1000,1000
"West Virginia",2020-05-09,-266,266,0,1000,1000,1000
"Washington",2020-05-09,-467.5,473.5,6,1000,1000,1000
"Virginia",2020-05-09,-560.5,711.5,151,1000,1000,1000
"Vermont",2020-05-09,-45,45,0,1000,1000,1000
"Utah",2020-05-09,-262.5,291.5,29,1000,1000,1000
"Texas",2020-05-09,-2871.5,3124.5,253,1000,1000,1000
"Tennessee",2020-05-09,-799,816,17,1000,1000,1000
"South Dakota",2020-05-09,-43,81,38,1000,1000,1000
"South Carolina",2020-05-09,-466,528,62,1000,1000,1000
"Rhode Island",2020-05-09,120.5,98.5,219,1000,1000,1000
"Pennsylvania",2020-05-09,-1492.5,1518.5,26,1000,1000,1000
"Oregon",2020-05-09,-255,277,22,1000,1000,1000
"Oklahoma",2020-05-09,-287.5,390.5,103,1000,1000,1000
"Ohio",2020-05-09,-1381.5,1382.5,1,1000,1000,1000
"North Dakota",2020-05-09,-1,102,101,1000,1000,1000
"North Carolina",2020-05-09,-976,980,4,1000,1000,1000
"New York",2020-05-09,-2251,2262,11,1000,1000,1000
"New Mexico",2020-05-09,-120.5,186.5,66,1000,1000,1000
"New Jersey",2020-05-09,-706,751,45,1000,1000,1000
"New Hampshire",2020-05-09,-107,107,0,1000,1000,1000
"Nevada",2020-05-09,-417.5,429.5,12,1000,1000,1000
"Nebraska",2020-05-09,-167,247,80,1000,1000,1000
"Montana",2020-05-09,-85.5,85.5,0,1000,1000,1000
"Missouri",2020-05-09,-692.5,736.5,44,1000,1000,1000
"Mississippi",2020-05-09,-370.5,385.5,15,1000,1000,1000
"Minnesota",2020-05-09,-348,431,83,1000,1000,1000
"Michigan",2020-05-09,-933,933,0,1000,1000,1000
"Massachusetts",2020-05-09,-98,741,643,1000,1000,1000
"Maryland",2020-05-09,-429,499,70,1000,1000,1000
"Maine",2020-05-09,-106.5,108.5,2,1000,1000,1000
"Louisiana",2020-05-09,-568.5,568.5,0,1000,1000,1000
"Kentucky",2020-05-09,-174.5,488.5,314,1000,1000,1000
"Kansas",2020-05-09,-234.5,262.5,28,1000,1000,1000
"Iowa",2020-05-09,-206.5,280.5,74,1000,1000,1000
"Indiana",2020-05-09,-759,764,5,1000,1000,1000
"Illinois",2020-05-09,-1135,1141,6,1000,1000,1000
"Idaho",2020-05-09,-102.5,103.5,1,1000,1000,1000
"Hawaii",2020-05-09,-125.5,125.5,0,1000,1000,1000
"Georgia",2020-05-09,-790,1147,357,1000,1000,1000
"Florida",2020-05-09,-1370,2460,1090,1000,1000,1000
"Delaware",2020-05-09,-108.5,108.5,0,1000,1000,1000
"Connecticut",2020-05-09,493,343,836,1000,1000,1000
"Colorado",2020-05-09,-521.5,522.5,1,1000,1000,1000
"California",2020-05-09,-3378,3494,116,1000,1000,1000
"Arkansas",2020-05-09,-283.5,327.5,44,1000,1000,1000
"Arizona",2020-05-09,-667.5,745.5,78,1000,1000,1000
"Alaska",2020-05-09,-41.5,53.5,12,1000,1000,1000
"Alabama",2020-05-09,-432,472,40,1000,1000,1000
"Wyoming",2020-05-10,-33,60,27,1000,1000,1000
"Wisconsin",2020-05-10,-433.5,442.5,9,1000,1000,1000
"West Virginia",2020-05-10,-266,266,0,1000,1000,1000
"Washington",2020-05-10,-468.5,473.5,5,1000,1000,1000
"Virginia",2020-05-10,-570.5,711.5,141,1000,1000,1000
"Vermont",2020-05-10,-45,45,0,1000,1000,1000
"Utah",2020-05-10,-264.5,291.5,27,1000,1000,1000
"Texas",2020-05-10,-2892.5,3124.5,232,1000,1000,1000
"Tennessee",2020-05-10,-803,816,13,1000,1000,1000
"South Dakota",2020-05-10,-46,81,35,1000,1000,1000
"South Carolina",2020-05-10,-472,528,56,1000,1000,1000
"Rhode Island",2020-05-10,103.5,98.5,202,1000,1000,1000
"Pennsylvania",2020-05-10,-1497.5,1518.5,21,1000,1000,1000
"Oregon",2020-05-10,-256,277,21,1000,1000,1000
"Oklahoma",2020-05-10,-299.5,390.5,91,1000,1000,1000
"Ohio",2020-05-10,-1381.5,1382.5,1,1000,1000,1000
"North Dakota",2020-05-10,-4,102,98,1000,1000,1000
"North Carolina",2020-05-10,-977,980,3,1000,1000,1000
"New York",2020-05-10,-2255,2262,7,1000,1000,1000
"New Mexico",2020-05-10,-128.5,186.5,58,1000,1000,1000
"New Jersey",2020-05-10,-717,751,34,1000,1000,1000
"New Hampshire",2020-05-10,-107,107,0,1000,1000,1000
"Nevada",2020-05-10,-420.5,429.5,9,1000,1000,1000
"Nebraska",2020-05-10,-174,247,73,1000,1000,1000
"Montana",2020-05-10,-85.5,85.5,0,1000,1000,1000
"Missouri",2020-05-10,-694.5,736.5,42,1000,1000,1000
"Mississippi",2020-05-10,-373.5,385.5,12,1000,1000,1000
"Minnesota",2020-05-10,-357,431,74,1000,1000,1000
"Michigan",2020-05-10,-933,933,0,1000,1000,1000
"Massachusetts",2020-05-10,-169,741,572,1000,1000,1000
"Maryland",2020-05-10,-439,499,60,1000,1000,1000
"Maine",2020-05-10,-107.5,108.5,1,1000,1000,1000
"Louisiana",2020-05-10,-568.5,568.5,0,1000,1000,1000
"Kentucky",2020-05-10,-184.5,488.5,304,1000,1000,1000
"Kansas",2020-05-10,-236.5,262.5,26,1000,1000,1000
"Iowa",2020-05-10,-213.5,280.5,67,1000,1000,1000
"Indiana",2020-05-10,-760,764,4,1000,1000,1000
"Illinois",2020-05-10,-1137,1141,4,1000,1000,1000
"Idaho",2020-05-10,-103.5,103.5,0,1000,1000,1000
"Hawaii",2020-05-10,-125.5,125.5,0,1000,1000,1000
"Georgia",2020-05-10,-821,1147,326,1000,1000,1000
"Florida",2020-05-10,-1425,2460,1035,1000,1000,1000
"Delaware",2020-05-10,-108.5,108.5,0,1000,1000,1000
"Connecticut",2020-05-10,431,343,774,1000,1000,1000
"Colorado",2020-05-10,-521.5,522.5,1,1000,1000,1000
"California",2020-05-10,-3396,3494,98,1000,1000,1000
"Arkansas",2020-05-10,-287.5,327.5,40,1000,1000,1000
"Arizona",2020-05-10,-673.5,745.5,72,1000,1000,1000
"Alaska",2020-05-10,-43.5,53.5,10,1000,1000,1000
"Alabama",2020-05-10,-441,472,31,1000,1000,1000
"Wyoming",2020-05-11,-36,60,24,1000,1000,1000
"Wisconsin",2020-05-11,-435.5,442.5,7,1000,1000,1000
"West Virginia",2020-05-11,-266,266,0,1000,1000,1000
"Washington",2020-05-11,-469.5,473.5,4,1000,1000,1000
"Virginia",2020-05-11,-580.5,711.5,131,1000,1000,1000
"Vermont",2020-05-11,-45,45,0,1000,1000,1000
"Utah",2020-05-11,-267.5,291.5,24,1000,1000,1000
"Texas",2020-05-11,-2914.5,3124.5,210,1000,1000,1000
"Tennessee",2020-05-11,-806,816,10,1000,1000,1000
"South Dakota",2020-05-11,-50,81,31,1000,1000,1000
"South Carolina",2020-05-11,-477,528,51,1000,1000,1000
"Rhode Island",2020-05-11,90.5,98.5,189,1000,1000,1000
"Pennsylvania",2020-05-11,-1501.5,1518.5,17,1000,1000,1000
"Oregon",2020-05-11,-258,277,19,1000,1000,1000
"Oklahoma",2020-05-11,-309.5,390.5,81,1000,1000,1000
"Ohio",2020-05-11,-1382.5,1382.5,0,1000,1000,1000
"North Dakota",2020-05-11,-7,102,95,1000,1000,1000
"North Carolina",2020-05-11,-978,980,2,1000,1000,1000
"New York",2020-05-11,-2257,2262,5,1000,1000,1000
"New Mexico",2020-05-11,-135.5,186.5,51,1000,1000,1000
"New Jersey",2020-05-11,-726,751,25,1000,1000,1000
"New Hampshire",2020-05-11,-107,107,0,1000,1000,1000
"Nevada",2020-05-11,-421.5,429.5,8,1000,1000,1000
"Nebraska",2020-05-11,-181,247,66,1000,1000,1000
"Montana",2020-05-11,-85.5,85.5,0,1000,1000,1000
"Missouri",2020-05-11,-697.5,736.5,39,1000,1000,1000
"Mississippi",2020-05-11,-375.5,385.5,10,1000,1000,1000
"Minnesota",2020-05-11,-365,431,66,1000,1000,1000
"Michigan",2020-05-11,-933,933,0,1000,1000,1000
"Massachusetts",2020-05-11,-235,741,506,1000,1000,1000
"Maryland",2020-05-11,-449,499,50,1000,1000,1000
"Maine",2020-05-11,-107.5,108.5,1,1000,1000,1000
"Louisiana",2020-05-11,-568.5,568.5,0,1000,1000,1000
"Kentucky",2020-05-11,-193.5,488.5,295,1000,1000,1000
"Kansas",2020-05-11,-239.5,262.5,23,1000,1000,1000
"Iowa",2020-05-11,-220.5,280.5,60,1000,1000,1000
"Indiana",2020-05-11,-761,764,3,1000,1000,1000
"Illinois",2020-05-11,-1138,1141,3,1000,1000,1000
"Idaho",2020-05-11,-103.5,103.5,0,1000,1000,1000
"Hawaii",2020-05-11,-125.5,125.5,0,1000,1000,1000
"Georgia",2020-05-11,-851,1147,296,1000,1000,1000
"Florida",2020-05-11,-1486,2460,974,1000,1000,1000
"Delaware",2020-05-11,-108.5,108.5,0,1000,1000,1000
"Connecticut",2020-05-11,374,343,717,1000,1000,1000
"Colorado",2020-05-11,-522.5,522.5,0,1000,1000,1000
"California",2020-05-11,-3410,3494,84,1000,1000,1000
"Arkansas",2020-05-11,-291.5,327.5,36,1000,1000,1000
"Arizona",2020-05-11,-680.5,745.5,65,1000,1000,1000
"Alaska",2020-05-11,-44.5,53.5,9,1000,1000,1000
"Alabama",2020-05-11,-448,472,24,1000,1000,1000
"Wyoming",2020-05-12,-38,60,22,1000,1000,1000
"Wisconsin",2020-05-12,-436.5,442.5,6,1000,1000,1000
"West Virginia",2020-05-12,-266,266,0,1000,1000,1000
"Washington",2020-05-12,-470.5,473.5,3,1000,1000,1000
"Virginia",2020-05-12,-590.5,711.5,121,1000,1000,1000
"Vermont",2020-05-12,-45,45,0,1000,1000,1000
"Utah",2020-05-12,-269.5,291.5,22,1000,1000,1000
"Texas",2020-05-12,-2935.5,3124.5,189,1000,1000,1000
"Tennessee",2020-05-12,-809,816,7,1000,1000,1000
